_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
442733,4153589,2017.0,2018,1934.0,PRIVATE,13,Toronto Centre,433 SHERBOURNE ST,4,48,2019-02-12,80,Evaluation needs to be conducted in 2 years,14,4.0,4.0,4.0,3.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,S1323,43.665410503900006,-79.3734599636,314989.627,4835947.562
442734,4153590,2017.0,2018,1934.0,PRIVATE,13,Toronto Centre,435 SHERBOURNE ST,4,48,2019-02-12,80,Evaluation needs to be conducted in 2 years,14,4.0,4.0,4.0,3.0,4.0,4.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,,,S1323,43.665547356400005,-79.3735085585,314985.686,4835962.758
442735,4152951,2017.0,2018,1957.0,PRIVATE,4,Parkdale-High Park,99 TYNDALL AVE,9,70,2019-02-12,64,Evaluation needs to be conducted in 1 year,19,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,,S0437,43.6366349836,-79.4276516523,310621.94399999996,4832745.515
442736,4152971,2018.0,2018,1965.0,PRIVATE,4,Parkdale-High Park,100 TYNDALL AVE,6,48,2019-02-12,64,Evaluation needs to be conducted in 1 year,17,3.0,3.0,4.0,3.0,3.0,4.0,,3.0,3.0,,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,,S0437,43.6364200969,-79.4289537195,310516.904,4832721.558
442737,4154790,2017.0,2018,1950.0,PRIVATE,16,Don Valley East,2 THE DONWAY E,4,40,2019-02-12,78,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,,N1627,43.73286948689999,-79.3418228518,317526.80100000004,4843446.279
442738,4154789,2017.0,2018,1950.0,PRIVATE,16,Don Valley East,4 THE DONWAY E,4,40,2019-02-12,76,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,,N1627,43.7330607404,-79.340845323,317590.11699999997,4843465.219
442739,4154788,2017.0,2018,1950.0,PRIVATE,16,Don Valley East,6 THE DONWAY E,4,40,2019-02-12,77,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,,N1627,43.733595666099994,-79.3405231156,317631.353,4843527.159
442740,4154505,2017.0,2018,1957.0,PRIVATE,8,Eglinton-Lawrence,8 WASDALE CRES,3,10,2019-02-12,71,Evaluation needs to be conducted in 2 years,13,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,,,3.0,4.0,5.0,5.0,,,3.0,4.0,,,N0823,43.731246847399994,-79.4350947761,310013.27,4843255.994
442741,4154635,2017.0,2018,1959.0,PRIVATE,6,York Centre,1 WILMINGTON AVE,3,11,2019-02-12,69,Evaluation needs to be conducted in 2 years,15,3.0,3.0,3.0,3.0,,4.0,,3.0,,,3.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,,N0624,43.753022809300006,-79.4519454821,308654.456,4845674.252
442742,4154636,,2018,1958.0,PRIVATE,6,York Centre,15 WILMINGTON AVE,3,20,2019-02-12,73,Evaluation needs to be conducted in 2 years,16,4.0,3.0,3.0,4.0,3.0,4.0,,3.0,,,4.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,,N0624,43.753422102799995,-79.4520587472,308645.309,4845718.607
442743,4154306,2017.0,2018,1953.0,PRIVATE,5,York South-Weston,2421 KEELE ST,3,12,2019-02-12,84,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,4.0,5.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,W0523,43.710527185100005,-79.478108176,306548.697,4840952.348
442744,4154307,2017.0,2018,1954.0,PRIVATE,5,York South-Weston,2423 KEELE ST,3,12,2019-02-12,84,Evaluation needs to be conducted in 2 years,15,4.0,4.0,5.0,4.0,4.0,5.0,,4.0,,,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,W0523,43.710785688,-79.4782587773,306536.553,4840981.063
442745,4153671,2017.0,2018,1970.0,PRIVATE,19,Beaches-East York,2 KINGSTON RD,4,16,2019-02-12,75,Evaluation needs to be conducted in 2 years,15,4.0,4.0,3.0,4.0,4.0,4.0,,4.0,,,3.0,3.0,5.0,3.0,4.0,4.0,,3.0,4.0,,S1937,43.667724652,-79.31265581,319889.941,4836214.615
442746,4156597,2017.0,2018,1970.0,PRIVATE,19,Beaches-East York,4 KINGSTON RD,4,16,2019-02-12,75,Evaluation needs to be conducted in 2 years,15,4.0,4.0,3.0,4.0,4.0,4.0,,4.0,,,3.0,3.0,5.0,4.0,4.0,4.0,,4.0,2.0,,S1937,43.667904365,-79.312792617,319883.143,4836233.964
442747,4264076,2017.0,2018,1970.0,PRIVATE,19,Beaches-East York,8 KINGSTON RD,3,16,2019-02-12,75,Evaluation needs to be conducted in 2 years,15,3.0,3.0,3.0,4.0,4.0,4.0,,3.0,,,3.0,3.0,5.0,5.0,4.0,4.0,,4.0,4.0,,S1937,43.668121582,-79.312392609,319915.464,4836258.731000001
442748,4156594,2017.0,2018,1970.0,PRIVATE,19,Beaches-East York,10 KINGSTON RD,3,16,2019-02-12,72,Evaluation needs to be conducted in 2 years,15,4.0,3.0,3.0,4.0,4.0,4.0,,3.0,,,3.0,3.0,5.0,3.0,4.0,3.0,,4.0,4.0,,S1937,43.668304546,-79.312459034,319909.49100000004,4836279.985
442749,4154775,2017.0,2018,1950.0,PRIVATE,16,Don Valley East,1053 DON MILLS RD,4,40,2019-02-12,77,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,,N1627,43.7335260721,-79.3417293188,317534.2,4843519.24
442750,4152959,2017.0,2018,1939.0,PRIVATE,4,Parkdale-High Park,57 SPENCER AVE,3,19,2019-02-11,76,Evaluation needs to be conducted in 2 years,16,4.0,3.0,4.0,4.0,4.0,3.0,,3.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,3.0,,S0437,43.636137103,-79.429522246,310470.794,4832691.036
442751,4152960,2017.0,2018,1939.0,PRIVATE,4,Parkdale-High Park,59 SPENCER AVE,3,19,2019-02-11,68,Evaluation needs to be conducted in 2 years,16,3.0,3.0,4.0,3.0,4.0,3.0,,3.0,,4.0,3.0,3.0,5.0,3.0,3.0,4.0,,3.0,3.0,,S0437,43.636297355,-79.429583628,310465.827,4832708.835
442752,4154563,2017.0,2018,1953.0,PRIVATE,8,Eglinton-Lawrence,6 SARANAC BLVD,4,26,2019-02-11,78,Evaluation needs to be conducted in 2 years,16,3.0,4.0,4.0,4.0,4.0,5.0,,4.0,,4.0,4.0,3.0,5.0,4.0,3.0,3.0,,4.0,4.0,,N0823,43.7209195951,-79.432960657,310186.122,4842108.819
442753,4154614,2017.0,2018,1950.0,PRIVATE,6,York Centre,1042 SHEPPARD AVE W,4,16,2019-02-11,73,Evaluation needs to be conducted in 2 years,16,4.0,4.0,3.0,3.0,3.0,4.0,,3.0,,,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,,N0624,43.7508224875,-79.46202091970001,307843.201,4845429.41
442754,4155204,2017.0,2018,1960.0,PRIVATE,4,Parkdale-High Park,4033 OLD DUNDAS ST,5,47,2019-02-11,61,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,3.0,3.0,2.0,,3.0,,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,,S0421,43.6637082321,-79.5023379758,304595.728,4835750.825
442755,4152778,2018.0,2018,1960.0,PRIVATE,20,Scarborough Southwest,3171 KINGSTON RD,4,18,2019-02-11,65,Evaluation needs to be conducted in 1 year,17,4.0,4.0,4.0,3.0,3.0,3.0,,3.0,3.0,,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,,E2037,43.7283659321,-79.228113442,326688.443,4842969.629
442756,4152797,2017.0,2018,1968.0,PRIVATE,24,Scarborough-Guildwood,215 MARKHAM RD,17,193,2019-02-11,81,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,,E2433,43.744688035,-79.218768113,327434.96,4844786.353
442757,4155347,2017.0,2018,1971.0,PRIVATE,2,Etobicoke Centre,105 LA ROSE AVE,12,180,2019-02-11,76,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,,4.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,3.0,,W0230,43.685240595500005,-79.5206409439,303120.311,4838143.242
442758,4155345,2017.0,2018,1979.0,PRIVATE,2,Etobicoke Centre,165 LA ROSE AVE,12,211,2019-02-11,79,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,3.0,,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,W0230,43.6839794618,-79.5249462549,302773.164,4838003.239
442759,4154311,2017.0,2018,1958.0,PRIVATE,5,York South-Weston,2595 KEELE ST,3,23,2019-02-11,65,Evaluation needs to be conducted in 1 year,17,3.0,3.0,5.0,3.0,2.0,4.0,,3.0,,4.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,,W0523,43.71842644229999,-79.4794939296,306436.812,4841829.8780000005
442760,4288860,2017.0,2018,1958.0,PRIVATE,19,Beaches-East York,1981 DUNDAS ST E,3,12,2019-02-11,73,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,3.0,4.0,,3.0,,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,,S1937,43.668927771999996,-79.315350573,319674.841,4836347.995
442761,4154320,2017.0,2018,1958.0,PRIVATE,5,York South-Weston,512 RUSTIC RD,3,23,2019-02-11,74,Evaluation needs to be conducted in 2 years,17,3.0,3.0,5.0,4.0,3.0,4.0,,4.0,,4.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,,W0523,43.7187817159,-79.47921400119999,306459.358,4841869.352
442762,4154615,2017.0,2018,1950.0,PRIVATE,6,York Centre,229 PANNAHILL RD,3,12,2019-02-11,80,Evaluation needs to be conducted in 2 years,16,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,,,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,,N0624,43.7603575234,-79.4631757419,307749.723,4846488.654
442763,4152709,2017.0,2018,1967.0,PRIVATE,21,Scarborough Centre,833 KENNEDY RD,7,54,2019-02-11,80,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,,E2133,43.736318401400005,-79.2689338549,323397.432,4843843.179
442764,4152627,2017.0,2018,1960.0,PRIVATE,21,Scarborough Centre,12 CRAIGTON DR,4,32,2019-02-11,68,Evaluation needs to be conducted in 2 years,17,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,,3.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,,E2131,43.7275639338,-79.3019458646,320740.584,4842863.786
442765,4154560,2017.0,2018,1954.0,PRIVATE,8,Eglinton-Lawrence,3 DREXEL RD,3,26,2019-02-11,89,Evaluation needs to be conducted in 3 years,16,4.0,5.0,4.0,5.0,4.0,5.0,,5.0,,5.0,5.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,N0823,43.721956873100005,-79.4333497118,310154.683,4842224.03
442766,4153681,2017.0,2018,1960.0,PRIVATE,19,Beaches-East York,15 EASTWOOD RD,4,24,2019-02-11,68,Evaluation needs to be conducted in 2 years,16,3.0,3.0,4.0,4.0,3.0,4.0,,3.0,,,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,,S1937,43.6728164425,-79.3184832171,319421.536,4836778.516
442767,4154515,2017.0,2018,1960.0,PRIVATE,8,Eglinton-Lawrence,52 NEPTUNE DR,3,12,2019-02-08,68,Evaluation needs to be conducted in 2 years,16,3.0,3.0,4.0,3.0,4.0,3.0,,3.0,,,4.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,,N0823,43.732014889,-79.434846428,310032.945,4843342.289
442768,4154555,2017.0,2018,1960.0,PRIVATE,8,Eglinton-Lawrence,46 SARANAC BLVD,3,36,2019-02-08,81,Evaluation needs to be conducted in 2 years,16,3.0,4.0,5.0,3.0,4.0,4.0,,5.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,N0823,43.723413773000004,-79.431088371,310336.756,4842386.0430000005
442769,4154796,2017.0,2018,1960.0,PRIVATE,16,Don Valley East,1133 DON MILLS RD,6,49,2019-02-08,76,Evaluation needs to be conducted in 2 years,18,5.0,3.0,5.0,4.0,4.0,4.0,,4.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,,N1624,43.7382619865,-79.34313342760001,317420.107,4844045.19
442770,4288175,2018.0,2018,1960.0,PRIVATE,4,Parkdale-High Park,2861-2863 DUNDAS ST W,3,16,2019-02-08,60,Evaluation needs to be conducted in 1 year,14,3.0,3.0,2.0,2.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,3.0,3.0,3.0,,3.0,,,S0424,43.665212071199996,-79.4649559211,307610.618,4835918.416999999
442771,4154496,2017.0,2018,1968.0,PRIVATE,8,Eglinton-Lawrence,3000 DUFFERIN ST,18,287,2019-02-08,84,Evaluation needs to be conducted in 2 years,20,4.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,N0826,43.711095482,-79.4550342405,308408.11600000004,4841016.188999999
442772,4154554,2017.0,2018,1960.0,PRIVATE,8,Eglinton-Lawrence,3240 BATHURST ST,3,28,2019-02-08,79,Evaluation needs to be conducted in 2 years,16,3.0,4.0,5.0,3.0,3.0,3.0,,5.0,,3.0,4.0,5.0,5.0,4.0,4.0,4.0,,4.0,4.0,,N0823,43.7238042937,-79.4313359616,310316.773,4842429.412
442773,4153639,2019.0,2018,1915.0,PRIVATE,14,Toronto-Danforth,279 WOODFIELD RD,4,42,2019-02-08,49,Building Audit,15,2.0,2.0,2.0,2.0,,2.0,,3.0,,2.0,2.0,2.0,3.0,3.0,3.0,3.0,,3.0,3.0,,S1439,43.6716640558,-79.323704314,319000.793,4836649.59
442774,4155686,2017.0,2018,2003.0,SOCIAL HOUSING,8,Eglinton-Lawrence,651 LAWRENCE AVE W,3,24,2019-02-08,85,Evaluation needs to be conducted in 2 years,17,4.0,4.0,5.0,5.0,4.0,4.0,,5.0,4.0,,4.0,3.0,5.0,5.0,5.0,4.0,,4.0,2.0,5.0,N0827,43.716103619399995,-79.4429013897,309385.499,4841573.16
442775,4155304,2017.0,2018,1979.0,TCHC,3,Etobicoke-Lakeshore,49 MABELLE AVE,13,128,2019-02-08,67,Evaluation needs to be conducted in 2 years,19,4.0,3.0,4.0,2.0,5.0,3.0,3.0,4.0,4.0,,3.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,W0321,43.6449745319,-79.52858579229999,302478.099,4833670.075
442776,4274218,2017.0,2018,1962.0,TCHC,3,Etobicoke-Lakeshore,57 MABELLE AVE,19,255,2019-02-08,67,Evaluation needs to be conducted in 2 years,19,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,W0321,43.6464066096,-79.5304239994,302329.86,4833829.218
442777,4153710,2017.0,2018,1910.0,PRIVATE,19,Beaches-East York,2 MAIN ST,3,11,2019-02-08,52,Evaluation needs to be conducted in 1 year,15,2.0,3.0,4.0,2.0,2.0,3.0,,3.0,,,2.0,2.0,5.0,2.0,3.0,2.0,,2.0,2.0,,S1935,43.679046918699996,-79.2983798459,321040.936,4837474.429
442778,4154312,2017.0,2018,1955.0,PRIVATE,5,York South-Weston,2597 KEELE ST,4,39,2019-02-08,76,Evaluation needs to be conducted in 2 years,16,4.0,4.0,5.0,4.0,3.0,3.0,,4.0,,3.0,4.0,4.0,5.0,3.0,4.0,4.0,,4.0,3.0,,W0523,43.718801135,-79.4798728535,306406.27,4841871.496
442779,4154313,2017.0,2018,1950.0,PRIVATE,5,York South-Weston,2605 KEELE ST,3,12,2019-02-08,70,Evaluation needs to be conducted in 2 years,16,3.0,3.0,5.0,3.0,3.0,4.0,,3.0,,,4.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,,W0523,43.7191723913,-79.4799616805,306399.103,4841912.738
442780,4155341,2017.0,2018,1972.0,PRIVATE,2,Etobicoke Centre,39 RICHVIEW RD,20,234,2019-02-08,81,Evaluation needs to be conducted in 2 years,20,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,W0230,43.684216416999995,-79.51523486100001,303556.136,4838029.357
442781,4154637,2017.0,2018,1960.0,PRIVATE,6,York Centre,118 OVERBROOK PL,3,17,2019-02-08,74,Evaluation needs to be conducted in 2 years,17,3.0,4.0,3.0,4.0,4.0,4.0,,3.0,,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,N0624,43.7635291966,-79.4550418011,308404.48,4846841.319
442782,4154514,2017.0,2018,1960.0,PRIVATE,8,Eglinton-Lawrence,50 NEPTUNE DR,3,12,2019-02-08,65,Evaluation needs to be conducted in 1 year,16,3.0,3.0,4.0,3.0,3.0,3.0,,3.0,,,3.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,,N0823,43.731762015,-79.434811008,310035.821,4843314.199
442783,4153584,2017.0,2018,1960.0,PRIVATE,13,Toronto Centre,321 SHERBOURNE ST,7,67,2019-02-08,78,Evaluation needs to be conducted in 2 years,17,4.0,4.0,4.0,4.0,4.0,4.0,,3.0,4.0,,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,,S1323,43.661894315699996,-79.3721159385,315098.62,4835557.103
442784,4152955,2017.0,2018,1959.0,PRIVATE,4,Parkdale-High Park,29 SPENCER AVE,6,54,2019-02-08,79,Evaluation needs to be conducted in 2 years,18,4.0,4.0,5.0,4.0,3.0,3.0,,3.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,,S0437,43.634901103000004,-79.429121805,310503.215,4832553.752
442785,4152956,2018.0,2018,1965.0,PRIVATE,4,Parkdale-High Park,31 SPENCER AVE,6,54,2019-02-08,59,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,2.0,,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,,S0437,43.635080626000004,-79.429194517,310497.332,4832573.691000001
442786,4152961,2017.0,2018,1960.0,PRIVATE,4,Parkdale-High Park,75 SPENCER AVE,9,71,2019-02-08,74,Evaluation needs to be conducted in 2 years,17,4.0,3.0,4.0,4.0,4.0,4.0,,5.0,3.0,,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,,S0437,43.636789031999996,-79.429849981,310444.292,4832763.44
442787,4155739,2017.0,2018,1965.0,PRIVATE,4,Parkdale-High Park,30 SPRINGHURST AVE,12,122,2019-02-08,75,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,,S0437,43.634517341999995,-79.42888249800001,310522.559,4832511.135
442788,4152943,2017.0,2018,1940.0,PRIVATE,4,Parkdale-High Park,340 HIGH PARK AVE,3,10,2019-02-08,55,Evaluation needs to be conducted in 1 year,16,3.0,3.0,3.0,3.0,2.0,3.0,,3.0,,,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,,S0424,43.665283034,-79.4705575166,307158.849,4835926.123
442789,4154618,2017.0,2018,1970.0,PRIVATE,6,York Centre,715 FINCH AVE W,11,85,2019-02-08,77,Evaluation needs to be conducted in 2 years,19,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,,N0624,43.7692028899,-79.4622653177,307822.589,4847471.362
442790,4154557,2017.0,2018,1960.0,PRIVATE,8,Eglinton-Lawrence,42 SARANAC BLVD,3,28,2019-02-08,83,Evaluation needs to be conducted in 2 years,16,3.0,4.0,5.0,4.0,4.0,4.0,,5.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,N0823,43.7232330003,-79.4317060695,310287.00399999996,4842365.9180000005
442791,4154556,2017.0,2018,1960.0,PRIVATE,8,Eglinton-Lawrence,44 SARANAC BLVD,3,36,2019-02-08,83,Evaluation needs to be conducted in 2 years,16,3.0,4.0,5.0,4.0,4.0,4.0,,5.0,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,,N0823,43.72316328310001,-79.4313421885,310316.328,4842358.197
442792,4154795,2017.0,2018,1950.0,PRIVATE,16,Don Valley East,1129 DON MILLS RD,6,46,2019-02-08,80,Evaluation needs to be conducted in 2 years,19,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,,N1624,43.737751539399994,-79.34301416939999,317429.821,4843988.499
442793,4154516,2017.0,2018,1955.0,PRIVATE,8,Eglinton-Lawrence,54 NEPTUNE DR,3,11,2019-02-07,76,Evaluation needs to be conducted in 2 years,16,4.0,3.0,4.0,4.0,3.0,4.0,,4.0,,,4.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0,,N0823,43.73237107600001,-79.435213823,310003.317,4843381.834
442794,4155626,2017.0,2018,1957.0,TCHC,8,Eglinton-Lawrence,5 LEILA LANE,3,31,2019-02-07,61,Evaluation needs to be conducted in 1 year,15,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,,,3.0,4.0,4.0,3.0,3.0,3.0,,3.0,2.0,,N0823,43.721282345,-79.44523975,309196.44899999996,4842149.3319999995
442795,4154530,2017.0,2018,1969.0,PRIVATE,8,Eglinton-Lawrence,82 NEPTUNE DR,3,11,2019-02-07,71,Evaluation needs to be conducted in 2 years,16,4.0,4.0,3.0,4.0,3.0,3.0,,4.0,,,4.0,2.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,,N0823,43.732725421800005,-79.4367279054,309881.57899999997,4843420.148
442796,4154779,2017.0,2018,1960.0,PRIVATE,16,Don Valley East,1061 DON MILLS RD,4,40,2019-02-07,74,Evaluation needs to be conducted in 2 years,18,4.0,3.0,5.0,4.0,3.0,3.0,,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,,N1627,43.735097283,-79.342235727,317493.08,4843693.732
442797,4288857,2018.0,2018,1950.0,PRIVATE,19,Beaches-East York,991 O'CONNOR DR,3,12,2019-02-07,75,Evaluation needs to be conducted in 2 years,15,4.0,3.0,4.0,4.0,4.0,4.0,,4.0,,,4.0,3.0,5.0,3.0,4.0,4.0,,3.0,3.0,,S1924,43.708777553100006,-79.310012242,320095.516,4840775.215
442798,4457114,2019.0,2018,1953.0,PRIVATE,19,Beaches-East York,1161 O'CONNOR DR,3,11,2019-02-07,68,Evaluation needs to be conducted in 2 years,15,4.0,3.0,3.0,4.0,2.0,4.0,,3.0,,,3.0,3.0,5.0,3.0,4.0,3.0,,3.0,4.0,,S1924,43.7119832675,-79.30746431600001,320300.026,4841131.821
442799,4154708,2020.0,2018,,PRIVATE,18,Willowdale,2 ANCONA ST,4,32,2019-02-07,53,Evaluation needs to be conducted in 1 year,17,3.0,3.0,3.0,3.0,2.0,3.0,,4.0,2.0,,2.0,3.0,5.0,1.0,2.0,2.0,3.0,2.0,2.0,,N1822,43.774991309700006,-79.43941526399999,309661.717,4848115.5139999995
442800,4155657,2017.0,2018,1973.0,TCHC,2,Etobicoke Centre,7 CAPRI RD,20,275,2019-02-07,71,Evaluation needs to be conducted in 2 years,19,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,W0232,43.652915828000005,-79.564476577,299618.342,4834530.235
442801,4155340,2017.0,2018,1966.0,PRIVATE,2,Etobicoke Centre,10 ALLANHURST DR,11,108,2019-02-07,71,Evaluation needs to be conducted in 2 years,18,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,,3.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,,W0230,43.6806469466,-79.5103162763,303952.614,4837632.73
442802,4155658,2017.0,2018,1972.0,TCHC,1,Etobicoke North,44 WILLOWRIDGE RD,14,236,2019-02-07,57,Evaluation needs to be conducted in 1 year,19,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,W0137,43.675646313,-79.569749625,299172.333,4837117.833000001
442803,4155348,2017.0,2018,1973.0,PRIVATE,2,Etobicoke Centre,45 LA ROSE AVE,16,156,2019-02-07,86,Evaluation needs to be conducted in 3 years,20,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,W0230,43.6860920205,-79.5158718598,303504.825,4838237.733
442804,4153574,2017.0,2018,1991.0,SOCIAL HOUSING,13,Toronto Centre,330 DUNDAS ST E,4,29,2019-02-07,77,Evaluation needs to be conducted in 2 years,15,4.0,4.0,4.0,3.0,4.0,4.0,,4.0,,,3.0,4.0,4.0,4.0,4.0,4.0,,4.0,,4.0,S1329,43.65874826859999,-79.3702105377,315252.836,4835207.824
442805,4153569,2017.0,2018,1988.0,SOCIAL HOUSING,13,Toronto Centre,223 SHERBOURNE ST,6,60,2019-02-07,67,Evaluation needs to be conducted in 2 years,17,3.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,4.0,,4.0,,,S1329,43.6582200015,-79.3706451728,315217.87,4835149.078
